mensaje,etiqueta
¿Encendiste la calefacción? El calentador estaba encendido y en posición &lt;#&gt; grados.,ham
Me avisarás porque ese día vuelve de vacaciones.  ya viene. No me envíes un mensaje de texto a mi número.,ham
¿Aparte del que te hablé ayer?,ham
Estás enojado conmigo. ¿Qué pasa querida?,ham
"wiskey Brandy Ron Ginebra Cerveza Vodka Scotch Shampain Vino \KUDI\""yarasu dhina vaazhthukkal. ..""",ham
"En última instancia, tor motivo tui logra korli.",ham
G quiere saber dónde carajo estás,ham
¿Regresarás para el rito de la cena 4? Papá pregúntame para confirmar contigo...,ham
"\ Hola, perdí tu llamada y mi mamá ha estado tirando vino tinto por todos lados. ¿Cuál es tu dirección?\""""",ham
"¡Oh, tengo muchos de esos!",ham
Nena? Te perdí... ¿Intentarás reiniciar?,ham
¿Cuál es el número de tu habitación? Quiero asegurarme de que estoy llamando a la puerta correcta,ham
Gracias 4 enviándome a casa...,ham
¿Okie Ě_ wan nos reunimos en bishan? Porque estoy en bishan ahora. No voy a conducir hoy.,ham
