etiqueta,mensaje,,,
ham,FELIZ AÑO NUEVO MI HOMBRE NÚMERO 1,,,
ham,"¡OH, SEÑOR SHEFFIELD! ¿Quieres jugar a ESE juego? De acuerdo. Tú eres el jefe y yo la niñera. ¡Si me das un aumento, yo te doy uno a ti!",,,
ham,"ZOE, ACABO DE DARME CUENTA, ME ESTOY CAGANDO EN MÍ MISMA, DEFINITIVAMENTE HARÉ TODO LO POSIBLE PARA CORRERME MAÑANA, TE AMO MILLONES LEKDOG",,,
ham,"Hola cariño, ¿ya volviste a casa de tu mamá? ¿Estás configurando la computadora ahora? ¿Estás comiendo? ¿Cómo te va, mi amor? Ya te extraño... *suspira*",,,
ham,"No, mis mantas son suficientes, gracias.",,,
ham,"Pensamiento travieso: ""Es mejor coquetear, coquetear y coquetear, que amar a alguien y salir herido, herido y herido... :-) Buenas noches",,,
ham,"Edison dijo con razón: ""Un tonto puede hacer más preguntas de las que un sabio puede responder"". Ahora ya sabes por qué todos nos quedamos sin palabras durante ViVa... GM",,GE,"GNT:-)"""
ham,"Solo están hablando, eso es todo. No harán nada más.",,,
ham,"Hoy voy a la universidad, así que no podré asistir a clase.",,,
ham,Estoy en clase. Hablamos luego.,,,
ham,Que ah?sen le hayan seleccionado significa que es bueno.,,,
ham,"Mmm, ¡estoy mejor ahora que me he tomado un asado! ¡Yo también estaría mejor si me hubiera tomado unas copas! ¿Buena comida india?",,,
spam,"Conocemos a alguien que conoces y que está interesado en ti. Llama al 09058097218 para saber quién es. Apartado de correos 6, LS15HB 150p",,,
ham,"Ven, es .",,,
ham,"¡Haz una cosa! Cambia esa frase por: ""Porque quiero concentrarme en mi carrera académica, me voy de aquí...""",,,
spam,"¡Miles de personas coqueteando AHORA! Envía un mensaje de texto con tu NOMBRE y EDAD, por ejemplo, CHICA ZOE 18, al 8007 para unirte y empezar a chatear.",,,
ham,¡Caminé una hora para verte! ¿Acaso eso no demuestra que me importas? ¿Por qué no me crees que hablo en serio?,,,
spam,"¡Faltan 18 días para el inicio de la Eurocopa 2004! Te mantendremos informado de las últimas noticias y resultados a diario. Para darte de baja, envía GET EURO STOP al 83222.",,,
ham,¿Estás disponible para la velada del 3 de junio?,,,
ham,¿Sabes a qué hora cierra el lugar que vende 4d?,,,
ham,"¡Conseguí otro trabajo! Es en el hospital, haciendo análisis de datos o algo así, ¡empieza el lunes! No sé cuándo terminaré mi tesis.",,,
ham,Jay se está poniendo muy impaciente y beligerante.,,,
ham,"HOLA, LLEGO A BRISTOL LA PRIMERA SEMANA DE ABRIL. LES Y RUDI SE FUERON EN LA NOCHE DE FIN DE AÑO, PERO YO ESTABA RONCANDO. ¡ESTABAN BORRACHOS! ¿YA VUELVISTE A LA UNIVERSIDAD? MI TRABAJO MANDA TINTA AL BAÑO.",,,
ham,"Estoy en el trabajo. Por favor, llame.",,,
ham,"Entonces conduces, señor.",,,
ham,A Ard 515 le gusta eso. ¿Por qué?,,,
ham,Dime que son hembras :V ¿Cómo estás participando? Estamos decidiendo qué comprar ahora,,,
spam,"Concurso de la serie EastEnders. ¿Con qué flor se compara Dot? D = violeta E = tulipán F = lirio Envía D, E o F al 84025 AHORA para tener la oportunidad de GANAR 100 € en efectivo WKENT/150 €P16+",,,
ham,Estoy trabajando en soporte técnico :) proceso de voz. Campo de redes.,,,
ham,"Puede que vaya a Kerala durante dos días, así que prepárate para pedir un día libre una vez que lo confirme. No planees ningún viaje durante mi visita, necesito terminar asuntos urgentes.",,,
ham,"Vale. No estoy seguro de la hora, ya que no sé si podré ir a la biblioteca antes de clase. Lo intentaré. ¡Nos vemos! Que tengas una buena tarde.",,,
spam,Tenemos nuevas citas locales en tu zona. ¡Mucha gente nueva se ha registrado en TU ZONA! Responde con FECHA para empezar ahora. Solo para mayores de 18 años. www.flirtparty.us RESPUESTAS150,,,
ham,"Está bien, ya te quejaré de eso más tarde.",,,
ham,"No, mi madre fue al dentista.",,,
ham,"Cuando esté libre, llámeme, señor. Lo estoy esperando.",,,
ham,Reunirme contigo es mi trabajo... Dime cuándo debo hacer mi trabajo mañana.,,,
spam,¡Alguien que conoces le ha pedido a nuestro servicio de citas que se ponga en contacto contigo! ¿No adivinas quién? Llama ahora al 09058091854 y todo se revelará. Apartado de correos 385 M6 6WU,,,
ham,Acabo de terminar de bañarme...,,,
ham,"De acuerdo, me aseguraré de que el coche esté de vuelta esta noche.",,,
spam,¡URGENTE! Estamos intentando contactarte. El sorteo de hoy indica que has ganado un premio de 800 € GARANTIZADO. Llama al 09050003091 desde un teléfono fijo. Reclama el premio C52. Válido solo por 12 horas.,,,
spam,"Estimado/a, ha sido invitado/a a XCHAT. ¡Este es nuestro último intento de contactarlo/a! Envíe CHAT al 86688.",,,
ham,"Jaja, estoy escuchando un chisme jugoso en el hospital. Dos enfermeras están hablando de lo gordas que se están poniendo. Y una cree que está obesa. Oye.",,,
ham,"Vale, me conectaré a Facebook en un par de minutos.",,,
ham,Oye. Ami parchi na re. Kicchu kaaj korte iccha korche na. Teléfono ta tul na. Por favor. Por favor.,,,
ham,¿Dónde puedo descargar películas en calidad 3D? Copias de DVD.,,,
ham,"Sí, junto a la bonita escultura.",,,
ham,Transmítele mis saludos.,,,
ham,"Yo también viendo solo la película de Surya... después de las 6 pm, la película de Vijay, POKKIRI.",,,
ham,"Cuéntame qué pasó, no te comportes así conmigo. Está bien, no hace falta decirlo.",,,
ham,¿Puedes recibir mensajes con imágenes en tu teléfono?,,,
ham,Enviar a otra persona :-),,,
ham,"Lo que hace que algunas personas sean más queridas no es solo la felicidad que sientes cuando las ves, ¡sino también el dolor que sientes cuando las extrañas!",,,
ham,"Para mí, el amor debe comenzar con la atracción. Debo sentir que la necesito cada vez que esté cerca. Ella debe ser lo primero que venga a mis pensamientos. Empezaría el día y lo terminaría con ella. Ella debe estar ahí cada vez que sueño. El amor será entonces cuando cada respiración tenga su nombre. Mi vida debe girar en torno a ella. Mi vida se llamará como ella. Lloraré por ella. Daré toda mi felicidad y tomaré todas sus penas. Estaré dispuesto a luchar contra cualquiera por ella. Estaré enamorado cuando haga las cosas más locas por ella. El amor será cuando no tenga que demostrarle a nadie que mi chica es la mujer más hermosa de todo el planeta. Siempre la alabaré. El amor será cuando empiece a hacer pollo al curry y termine haciendo sambar. La vida será entonces la más hermosa. Recibiré cada mañana y agradeceré a Dios por el día porque ella está conmigo. Me gustaría decir mucho... lo diré después...",,,
ham,"La amistad es como la manecilla de un reloj. Aunque estemos en el mismo reloj, no podemos encontrarnos. Incluso si nos encontramos, es solo por unos segundos. Pero siempre permanecemos conectados. ¡Que tengas un buen día! ;-)",,,
ham,¡No creo que tenga manos de espátula!,,,
ham,Nunca puedes hacer NADA,,,
spam,"¡Te has ganado una cámara digital SiPix! Llama al 09061221061 desde un teléfono fijo. Entrega en 28 días. Términos y condiciones. Apartado de correos 177, M221BP. 2 años de garantía. 150 ppm. 16. 3,99 £",,,
ham,"Buenos días, hoy llego tarde por <DECIMAL> min.",,,
spam,"¡GANA URGENTEMENTE! Tu número de móvil ha sido premiado con un premio de 2000 £ GARANTIZADO. Llama al 09061790121 desde un teléfono fijo. Reclama el 3030, válido solo por 12 horas, 150 ppm.",,,
ham,"Por favor, llámame si cometí algún error, lo siento. Por favor, ve al médico.",,,
ham,¿Dónde nos reunimos?,,,
ham,"Bueno, el clima en California es genial. Pero sus complejidades también lo son. Necesitas un coche para moverte con libertad, y los impuestos son altísimos. Pero, en general, es un lugar estupendo. Lo malo es que echo de menos mi casa.",,,
ham,Recién ahora llegué a casa... Estoy muy cansado ahora... Volveré mañana.,,,
ham,Ryder sin vender. Ahora Gibbs.,,,
spam,"Estimado suscriptor, su participación en el sorteo de un cupón de regalo de 100 € se realizará al recibir la respuesta correcta. ¿Cuándo fue el cumpleaños de Elvis Presley? Envíe su respuesta por SMS al 80062.",,,
ham,No te preocupes. Compraré las tiras reactivas de ovulación y te las enviaré. No las recibirás hasta marzo. ¿Me puedes mandar tu dirección postal? Estarás bien. De acuerdo.,,,
ham,¡¡NO ACEPTO REGALOS!! ¿Estás intentando que me tire por un precipicio o algo así?,,,
ham,He estado haciendo algo interesante. ¿Tuviste un buen cumpleaños? ¿Cuándo empiezas a trabajar? Empecé la universidad hoy.,,,
ham,¿Estás ocupado o puedo pasarme en algún momento para ver qué hacemos mañana?,,,
ham,"Sí, adelante, aburrido y deprimido, sentado esperando a que suene el teléfono... Ojalá amaine el viento, da miedo.",,,
ham,Camisa negra y vaqueros azules... creo que veo �_...,,,
ham,"Ay, perdón... Estaba viendo la tele y viendo la tele hasta que me olvidé de mirar el móvil.",,,
spam,Mensaje Información importante para usuarios de O2. ¡Hoy es tu día de suerte! 2 Descubre por qué. Ingresa a http://www.urawinner.com. Te espera una fantástica sorpresa.,,,
ham,en la despedida de soltera. Ir con un columpio,,,
ham,"Buenas tardes, mi amor. ¿Cómo va tu día? ¿Qué haces? Me desperté temprano y estoy en línea esperándote... Hmmm... Veo que el chico italiano está en línea. *sonríe*",,,
ham,De alguien que no fuma cuando cada vez que he fumado en las últimas dos semanas ha sido porque me llamaste o me enviaste un mensaje diciendo que querías fumar.,,,
ham,"No, solo te dolerá la cabeza intentando resolverlo. Puedes confiar en que yo haré los cálculos. Te lo prometo. O:-)",,,
ham,S s..primera vez..dhoni mola...,,,
ham,"Vale, se lo diré a la empresa.",,,
ham,"Genial, ¿crees que podemos conseguir un octavo en USF en algún momento de esta noche?",,,
ham,Eso significa que todavía piensas en Teju.,,,
ham,"No, estoy bien para la película, ¿está bien si me voy en una hora más o menos?",,,
ham,"No, no :) Este es el campo de juego de Kallis. La ciudad natal de Amla es Durban :)",,,
ham,"Así que hagámoslo el sábado o el lunes, según convenga.",,,
ham,Hola... ¿A qué hora tienes tu examen de conducir el viernes? ¿Tenemos una evaluación el viernes?,,,
spam,"449050000301 ¡Has ganado un premio de 2000 £! Para reclamarlo, llama al 09050000301.",,,
ham,Ahora voy a almorzar con mi familia y después iré directamente al huerto.,,,
spam,"¿Cansado de las citas rápidas? Prueba SPEEDCHAT, envía SPEEDCHAT al 80155. Si no te gusta, envía SWAP y ¡consigue a alguien nuevo! Chat80155 POBox36504W45WQ 150p/msg rcd 16",,,
ham,¿Cancelar Cheyyamo y recuperar algo de dinero?,,,
spam,"¿Quieres 750 minutos para cualquier red, 150 mensajes de texto y un nuevo videoteléfono por solo cinco libras a la semana? Llama ahora al 08000776320 o responde para recibirlo mañana.",,,
ham,"Vale, vale, vale... entonces... ¿cuál es tu plan para hoy?",,,
ham,"¡Buenos días, princesa! ¿Cómo estás?",,,
ham,"Ayyar, lo siento, olvidé decírtelo...",,,
spam,"¡Gracias por participar en nuestra encuesta móvil de ayer! Ahora puedes obtener 500 mensajes de texto para usar como quieras. Para recibirlos, solo envía TXT al 80160. Consulta los términos y condiciones en www.txt43.com. 1,50 peniques.",,,
ham,"Esta noche no, amigo. Estoy recuperando el sueño. Por cierto, este es mi nuevo número.",,,
ham,"Situación de ""¡Mierda...!"": Un chico le tira una carta de amor a una chica, pero le cae en la cabeza a su hermano, que es gay.",,,
spam,"Tu saldo de efectivo en el concurso de HMV es actualmente de 500 €. Para maximizar tus ganancias, envía HMV1 al 86688 (solo 150 peniques por mensaje).",,,
ham,"Así que revisa tus errores y, si tuviste dificultades, corrígelos.",,,
ham,¿Cómo está el dolor? Espero que estés bien.,,,
ham,"Lo siento, llamaré más tarde.",,,
ham,"¡Buenos días, princesa! ¿Cómo estás?",,,
ham,"Al entrar en mi despacho, mi asistente personal me dijo: «¡Feliz cumpleaños, jefe!». Me sentí especial. Me invitó a almorzar. Después del almuerzo, me invitó a su apartamento. Fuimos allí.",,,
ham,"¿Ya te despertaste? Gracias por el sar piah, es bastante agradable.",,,
ham,¿Necesito iniciar sesión o algo así?,,,
spam,"Recuerda que puedes realizar tantas solicitudes GRATUITAS como desees en 1stchoice.co.uk. Para más información, llama al 08707808226.",,,
ham,"Jajaja... No, solo estaba ocupado",,,
ham,¿Qué llevas puesto?,,,
ham,"Mensaje: falta texto* Remitente: falta nombre* *falta número* Enviado: falta fecha* Te extraño mucho, por eso falta todo enviado a través de fullonsms.com",,,
ham,"Oh:) ¿Como siempre, una película de Vijay o es diferente?",,,
spam,No te conozco y tú no me conoces. Envía CHAT al 86688 ahora y ¡conozcámonos! Solo 150p/mensaje recibido. HG/Suite342/2Lands/Row/W1J6HL LDN. Mayores de 18 años.,,,
ham,¿Has tenido un buen día? El mío ha estado muy ocupado. ¿Tienes planes para mañana por la noche?,,,
ham,¿Hay alguna manera de enviarle las cosas de Shade? Ella también ha sido maravillosa.,,,
ham,En serio... Pensé que tu trabajo había terminado hace mucho tiempo... Pero lo que copiaste ahora sí que sirve. Estás contento... Yo todavía tengo que estudiar :-(,,,
spam,"Gracias, ganador notificado por SMS. ¡Buena suerte! No recibir más comunicaciones de marketing. Para obtener ayuda, llame al 84122 o comuníquese con el servicio al cliente al 08450542832.",,,
ham,¿Cariño? Te perdí... :-(,,,
ham,Vale... ¿Me ayudas a preguntarle si trabaja mañana o no?,,,
ham,No voy a conducir... ¡Está lloviendo! Entonces me atraparán en la estación de metro.,,,
ham,Ni una gota en el tanque,,,
ham,"(Dicho esto, ¿puedes enviarle un mensaje de texto una vez más?)",,,
ham,"Lo siento, llamaré más tarde.",,,
ham,"Vale, yo también me voy a cambiar...",,,
spam,"Miles de chicas, muchas de ellas de tu zona, son vírgenes y están listas para satisfacer todas tus necesidades sexuales. ¿Puedes satisfacer las suyas? Envía un mensaje de texto con la palabra CUTE al 69911 (13:50 h).",,,
ham,¿Encontraste a alguien que cuidara de Kaitlyn? Estuve enferma y dormí todo el día de ayer.,,,
ham,"Lo siento, tío, anoche dejé el móvil en silencio por accidente y no lo revisé hasta que me levanté.",,,
ham,Hola... Surgió algo a último minuto... Creo que no me registraré mañana... Jeje,,,
ham,Es un adulto y aprenderá de la experiencia. No hay peligro real. Simplemente no me gusta que la gente consuma drogas que no necesita. Pero sin comentarios.,,,
ham,¡Oye! Hay pizza vegetariana... :/,,,
ham,Yun está comprando... Pero la escuela solo ofrece 2000 y pico...,,,
ham,¿Estás seguro de que tus vecinos no lo recogieron?,,,
ham,K. Lo enviaré de nuevo.,,,
spam,Participación gratuita en 2 concursos semanales para ganar entradas para la final de la FA Cup el 21 de mayo de 2005. Envía un SMS con la palabra FA al 87121 para recibir la pregunta de participación (tarifa de SMS estándar). Se aplican términos y condiciones. 08452810075. Mayores de 18 años.,,,
ham,"Nueva teoría: La discusión gana la SITUACIÓN, pero pierde a la PERSONA. Así que no discutas con tus amigos, simplemente... ¡dales una patada y diles: ""Siempre tengo razón""!",,,
ham,Bueno. No tengo ordenador. Es hora de hacer unas trufas de Oreo.,,,
ham,"Jaja, sí, ya lo veo, llego enseguida.",,,
ham,"No tengo su número, señor.",,,
ham,"¡Jajaja, ahora voy tras ese globo aerostático!",,,
ham,"Vale... ahora estoy en el autobús. Si llego pronto, vendré; si no, mañana.",,,
ham,"Los mensajes no son para pasar el tiempo. Dicen silenciosamente que estoy pensando en ti ahora mismo y también te hacen pensar en mí al menos por un momento. Buenos días, @Shesil",,,
ham,"Sí, probablemente podamos pasarnos cuando mi compañero de piso termine con su novia.",,,
spam,"¿Tienes lo que se necesita para participar en el Rally WRC de Australia? ¡Con Lucozade Energy puedes! Envía un SMS con la palabra RALLY LE al 61200 (25 peniques), consulta los envases o visita lucozade.co.uk/wrc ¡y podrías ser tú!",,,
ham,¡Feliz melodía de año nuevo!,,,
ham,¿No necesitas elegir a tu novia?,,,
ham,¡Genial! Más te vale no haberle contado eso a las otras 5 chicas.,,,
